type,month,benchmark,price_index,area
Townhouse,2006-08-01,539300,122.0,Vancouver West
Townhouse,2006-08-01,396800,106.1,Whistler
Townhouse,2006-08-01,324300,130.4,Greater Vancouver
Townhouse,2006-08-01,359900,136.6,Burnaby East
Apartment,2006-08-01,324300,130.4,Greater Vancouver
Apartment,2006-08-01,359900,136.6,Burnaby East
Apartment,2006-08-01,303600,128.3,Burnaby North
Apartment,2006-08-01,320800,128.8,Burnaby South
Apartment,2006-08-01,236000,129.9,Coquitlam
Apartment,2006-08-01,257000,121.8,Ladner
Apartment,2006-08-01,301700,131.7,Lower Mainland
Apartment,2006-08-01,185700,134.1,Maple Ridge
Apartment,2006-08-01,237400,135.2,New Westminster
Apartment,2006-08-01,306700,124.8,North Vancouver
Apartment,2006-08-01,226900,134.1,Pitt Meadows
Apartment,2006-08-01,221000,131.0,Port Coquitlam
Apartment,2006-08-01,306500,127.7,Port Moody
Apartment,2006-08-01,306000,129.2,Richmond
Apartment,2006-08-01,237100,114.2,Squamish
Apartment,2006-08-01,288900,121.8,Tsawwassen
Apartment,2006-08-01,247200,136.4,Vancouver East
Apartment,2006-08-01,403800,130.7,Vancouver West
Apartment,2006-08-01,593200,129.6,West Vancouver
Apartment,2006-08-01,348300,114.2,Whistler
Residential  - all types,2006-07-01,482300,126.2,Greater Vancouver
Residential  - all types,2006-07-01,573800,124.4,Bowen Island
Residential  - all types,2006-07-01,468100,129.2,Burnaby East
Residential  - all types,2006-07-01,418600,125.8,Burnaby North
Residential  - all types,2006-07-01,448200,126.7,Burnaby South
Residential  - all types,2006-07-01,421900,124.8,Coquitlam
Residential  - all types,2006-07-01,433900,120.7,Ladner
Residential  - all types,2006-07-01,448000,126.3,Lower Mainland
Residential  - all types,2006-07-01,361400,122.1,Maple Ridge
Residential  - all types,2006-07-01,309500,131.8,New Westminster
Residential  - all types,2006-07-01,536300,121.0,North Vancouver
Residential  - all types,2006-07-01,344300,126.0,Pitt Meadows
Residential  - all types,2006-07-01,356100,126.2,Port Coquitlam
Residential  - all types,2006-07-01,453200,125.3,Port Moody
Residential  - all types,2006-07-01,436900,126.6,Richmond
Residential  - all types,2006-07-01,347700,113.3,Squamish
Residential  - all types,2006-07-01,359100,125.8,Sunshine Coast
Residential  - all types,2006-07-01,489800,122.7,Tsawwassen
Residential  - all types,2006-07-01,445200,130.4,Vancouver East
Residential  - all types,2006-07-01,606400,127.8,Vancouver West
Residential  - all types,2006-07-01,1183400,127.0,West Vancouver
Residential  - all types,2006-07-01,475200,110.4,Whistler
Detached,2006-07-01,674400,124.4,Greater Vancouver
Detached,2006-07-01,573800,124.4,Bowen Island
Detached,2006-07-01,578700,129.4,Burnaby East
Detached,2006-07-01,645900,124.9,Burnaby North
Detached,2006-07-01,661400,126.6,Burnaby South
Detached,2006-07-01,555600,123.1,Coquitlam
Detached,2006-07-01,498500,120.3,Ladner
Detached,2006-07-01,585200,124.3,Lower Mainland
Detached,2006-07-01,418100,119.1,Maple Ridge
Detached,2006-07-01,516000,128.0,New Westminster
Detached,2006-07-01,750000,119.4,North Vancouver
Detached,2006-07-01,433800,122.3,Pitt Meadows
Detached,2006-07-01,463700,123.7,Port Coquitlam
Detached,2006-07-01,661700,122.2,Port Moody
Detached,2006-07-01,630700,126.5,Richmond
Detached,2006-07-01,433100,115.1,Squamish
Detached,2006-07-01,359100,125.8,Sunshine Coast
Detached,2006-07-01,575000,123.8,Tsawwassen
Detached,2006-07-01,574100,126.9,Vancouver East
Detached,2006-07-01,1238000,127.1,Vancouver West
Detached,2006-07-01,1333800,126.8,West Vancouver
Detached,2006-07-01,814900,112.8,Whistler
Townhouse,2006-07-01,384000,124.1,Greater Vancouver
Townhouse,2006-07-01,351000,125.9,Burnaby East
Townhouse,2006-07-01,339800,126.7,Burnaby North
Townhouse,2006-07-01,347500,124.7,Burnaby South
Townhouse,2006-07-01,336700,123.7,Coquitlam
Townhouse,2006-07-01,370600,122.8,Ladner
Townhouse,2006-07-01,342900,124.1,Lower Mainland
Townhouse,2006-07-01,259400,126.0,Maple Ridge
Townhouse,2006-07-01,334100,125.5,New Westminster
Townhouse,2006-07-01,498400,119.3,North Vancouver
Townhouse,2006-07-01,292800,126.7,Pitt Meadows
Townhouse,2006-07-01,334600,126.9,Port Coquitlam
Townhouse,2006-07-01,374300,126.5,Port Moody
Townhouse,2006-07-01,383900,124.1,Richmond
Townhouse,2006-07-01,300300,109.0,Squamish
Townhouse,2006-07-01,371600,122.8,Tsawwassen
Townhouse,2006-07-01,398900,131.5,Vancouver East
Townhouse,2006-07-01,538900,121.9,Vancouver West
Townhouse,2006-07-01,392700,105.0,Whistler
Townhouse,2006-07-01,320600,128.9,Greater Vancouver
Townhouse,2006-07-01,357200,135.6,Burnaby East
Apartment,2006-07-01,320600,128.9,Greater Vancouver
Apartment,2006-07-01,357200,135.6,Burnaby East
Apartment,2006-07-01,299100,126.4,Burnaby North
Apartment,2006-07-01,317800,127.6,Burnaby South
Apartment,2006-07-01,232900,128.2,Coquitlam
Apartment,2006-07-01,252700,119.8,Ladner
Apartment,2006-07-01,298000,130.1,Lower Mainland
Apartment,2006-07-01,183200,132.3,Maple Ridge
Apartment,2006-07-01,234800,133.7,New Westminster
Apartment,2006-07-01,303000,123.3,North Vancouver
Apartment,2006-07-01,223900,132.3,Pitt Meadows
Apartment,2006-07-01,217800,129.1,Port Coquitlam
Apartment,2006-07-01,305700,127.4,Port Moody
Apartment,2006-07-01,303900,128.3,Richmond
Apartment,2006-07-01,237300,114.3,Squamish
Apartment,2006-07-01,284100,119.8,Tsawwassen
Apartment,2006-07-01,246000,135.7,Vancouver East
Apartment,2006-07-01,397900,128.8,Vancouver West
Apartment,2006-07-01,584000,127.6,West Vancouver
Apartment,2006-07-01,346800,113.7,Whistler
Residential  - all types,2006-06-01,478500,125.2,Greater Vancouver
Residential  - all types,2006-06-01,567300,123.0,Bowen Island
Residential  - all types,2006-06-01,467300,129.0,Burnaby East
Residential  - all types,2006-06-01,413600,124.3,Burnaby North
Residential  - all types,2006-06-01,444700,125.7,Burnaby South
Residential  - all types,2006-06-01,417800,123.6,Coquitlam
Residential  - all types,2006-06-01,430700,119.8,Ladner
Residential  - all types,2006-06-01,443400,125.0,Lower Mainland
Residential  - all types,2006-06-01,356900,120.6,Maple Ridge
Residential  - all types,2006-06-01,307300,130.9,New Westminster
Residential  - all types,2006-06-01,533200,120.3,North Vancouver
Residential  - all types,2006-06-01,339400,124.2,Pitt Meadows
Residential  - all types,2006-06-01,352200,124.8,Port Coquitlam
Residential  - all types,2006-06-01,449900,124.4,Port Moody
Residential  - all types,2006-06-01,433100,125.5,Richmond
Residential  - all types,2006-06-01,343700,112.0,Squamish
Residential  - all types,2006-06-01,358800,125.7,Sunshine Coast
Residential  - all types,2006-06-01,489800,122.7,Tsawwassen
Residential  - all types,2006-06-01,443500,129.9,Vancouver East
Residential  - all types,2006-06-01,600700,126.6,Vancouver West
Residential  - all types,2006-06-01,1171300,125.7,West Vancouver
Residential  - all types,2006-06-01,471300,109.5,Whistler
Detached,2006-06-01,670100,123.6,Greater Vancouver
Detached,2006-06-01,567300,123.0,Bowen Island
Detached,2006-06-01,582700,130.3,Burnaby East
Detached,2006-06-01,641200,124.0,Burnaby North
Detached,2006-06-01,659300,126.2,Burnaby South
Detached,2006-06-01,551100,122.1,Coquitlam
Detached,2006-06-01,496100,119.7,Ladner
Detached,2006-06-01,580100,123.2,Lower Mainland
Detached,2006-06-01,413800,117.9,Maple Ridge
Detached,2006-06-01,518400,128.6,New Westminster
Detached,2006-06-01,750700,119.5,North Vancouver
Detached,2006-06-01,425000,119.8,Pitt Meadows
Detached,2006-06-01,458100,122.2,Port Coquitlam
Detached,2006-06-01,656800,121.3,Port Moody
Detached,2006-06-01,626200,125.6,Richmond
Detached,2006-06-01,425200,113.0,Squamish
Detached,2006-06-01,358500,125.6,Sunshine Coast
Detached,2006-06-01,578700,124.6,Tsawwassen
Detached,2006-06-01,573200,126.7,Vancouver East
Detached,2006-06-01,1224300,125.7,Vancouver West
Detached,2006-06-01,1322200,125.7,West Vancouver
Detached,2006-06-01,805500,111.5,Whistler
Townhouse,2006-06-01,380000,122.8,Greater Vancouver
Townhouse,2006-06-01,348200,124.9,Burnaby East
Townhouse,2006-06-01,336000,125.3,Burnaby North
Townhouse,2006-06-01,343600,123.3,Burnaby South
Townhouse,2006-06-01,334000,122.7,Coquitlam
Townhouse,2006-06-01,367600,121.8,Ladner
Townhouse,2006-06-01,339300,122.8,Lower Mainland
Townhouse,2006-06-01,254900,123.8,Maple Ridge
Townhouse,2006-06-01,330100,124.0,New Westminster
Townhouse,2006-06-01,492200,117.8,North Vancouver
Townhouse,2006-06-01,290700,125.8,Pitt Meadows
Townhouse,2006-06-01,332500,126.1,Port Coquitlam
Townhouse,2006-06-01,369600,124.9,Port Moody
Townhouse,2006-06-01,379600,122.7,Richmond
Townhouse,2006-06-01,297000,107.8,Squamish
Townhouse,2006-06-01,368500,121.8,Tsawwassen
Townhouse,2006-06-01,394300,130.0,Vancouver East
Townhouse,2006-06-01,538900,121.9,Vancouver West
Townhouse,2006-06-01,388500,103.9,Whistler
Townhouse,2006-06-01,317600,127.7,Greater Vancouver
Townhouse,2006-06-01,354600,134.6,Burnaby East
Apartment,2006-06-01,317600,127.7,Greater Vancouver
Apartment,2006-06-01,354600,134.6,Burnaby East
Apartment,2006-06-01,294600,124.5,Burnaby North
Apartment,2006-06-01,314600,126.3,Burnaby South
Apartment,2006-06-01,230200,126.7,Coquitlam
Apartment,2006-06-01,248700,117.9,Ladner
Apartment,2006-06-01,294600,128.6,Lower Mainland
Apartment,2006-06-01,180700,130.5,Maple Ridge
Apartment,2006-06-01,232300,132.3,New Westminster
Apartment,2006-06-01,299300,121.8,North Vancouver
Apartment,2006-06-01,220800,130.5,Pitt Meadows
Apartment,2006-06-01,214700,127.3,Port Coquitlam
Apartment,2006-06-01,305000,127.1,Port Moody
Apartment,2006-06-01,301700,127.4,Richmond
Apartment,2006-06-01,237800,114.5,Squamish
Apartment,2006-06-01,279600,117.9,Tsawwassen
Apartment,2006-06-01,244500,134.9,Vancouver East
Apartment,2006-06-01,393900,127.5,Vancouver West
Apartment,2006-06-01,574900,125.6,West Vancouver
Apartment,2006-06-01,345600,113.3,Whistler
Residential  - all types,2006-05-01,470800,123.2,Greater Vancouver
Residential  - all types,2006-05-01,560400,121.5,Bowen Island
Residential  - all types,2006-05-01,454300,125.4,Burnaby East
Residential  - all types,2006-05-01,406300,122.1,Burnaby North
Residential  - all types,2006-05-01,435800,123.2,Burnaby South
Residential  - all types,2006-05-01,409400,121.1,Coquitlam
Residential  - all types,2006-05-01,424900,118.2,Ladner
Residential  - all types,2006-05-01,435600,122.8,Lower Mainland
Residential  - all types,2006-05-01,349200,118.0,Maple Ridge
Residential  - all types,2006-05-01,299400,127.5,New Westminster
Residential  - all types,2006-05-01,525700,118.6,North Vancouver
Residential  - all types,2006-05-01,330900,121.1,Pitt Meadows
Residential  - all types,2006-05-01,344800,122.2,Port Coquitlam
Residential  - all types,2006-05-01,442700,122.4,Port Moody
Residential  - all types,2006-05-01,424500,123.0,Richmond
Residential  - all types,2006-05-01,342100,111.5,Squamish
Residential  - all types,2006-05-01,353900,124.0,Sunshine Coast
Residential  - all types,2006-05-01,481400,120.6,Tsawwassen
Residential  - all types,2006-05-01,433200,126.9,Vancouver East
Residential  - all types,2006-05-01,599300,126.3,Vancouver West
Residential  - all types,2006-05-01,1145200,122.9,West Vancouver
Residential  - all types,2006-05-01,470400,109.3,Whistler
Detached,2006-05-01,657600,121.3,Greater Vancouver
Detached,2006-05-01,560400,121.5,Bowen Island
Detached,2006-05-01,565700,126.5,Burnaby East
Detached,2006-05-01,626700,121.2,Burnaby North
Detached,2006-05-01,647800,124.0,Burnaby South
Detached,2006-05-01,540300,119.7,Coquitlam
Detached,2006-05-01,488200,117.8,Ladner
Detached,2006-05-01,569200,120.9,Lower Mainland
Detached,2006-05-01,406500,115.8,Maple Ridge
Detached,2006-05-01,504300,125.1,New Westminster
Detached,2006-05-01,741900,118.1,North Vancouver
Detached,2006-05-01,417500,117.7,Pitt Meadows
Detached,2006-05-01,450200,120.1,Port Coquitlam
Detached,2006-05-01,647100,119.5,Port Moody
Detached,2006-05-01,613800,123.1,Richmond
Detached,2006-05-01,424400,112.8,Squamish
Detached,2006-05-01,353700,123.9,Sunshine Coast
Detached,2006-05-01,566100,121.9,Tsawwassen
Detached,2006-05-01,561000,124.0,Vancouver East
Detached,2006-05-01,1201000,123.3,Vancouver West
Detached,2006-05-01,1295900,123.2,West Vancouver
Detached,2006-05-01,804800,111.4,Whistler
Townhouse,2006-05-01,372900,120.5,Greater Vancouver
Townhouse,2006-05-01,339300,121.7,Burnaby East
Townhouse,2006-05-01,329600,122.9,Burnaby North
Townhouse,2006-05-01,334200,119.9,Burnaby South
Townhouse,2006-05-01,329100,120.9,Coquitlam
Townhouse,2006-05-01,363700,120.5,Ladner
Townhouse,2006-05-01,332600,120.4,Lower Mainland
Townhouse,2006-05-01,248700,120.8,Maple Ridge
Townhouse,2006-05-01,324000,121.7,New Westminster
Townhouse,2006-05-01,487600,116.7,North Vancouver
Townhouse,2006-05-01,283100,122.5,Pitt Meadows
Townhouse,2006-05-01,325100,123.3,Port Coquitlam
Townhouse,2006-05-01,362800,122.6,Port Moody
Townhouse,2006-05-01,371800,120.2,Richmond
Townhouse,2006-05-01,294800,107.0,Squamish
Townhouse,2006-05-01,364600,120.5,Tsawwassen
Townhouse,2006-05-01,386700,127.5,Vancouver East
Townhouse,2006-05-01,529600,119.8,Vancouver West
Townhouse,2006-05-01,388200,103.8,Whistler
Townhouse,2006-05-01,313600,126.1,Greater Vancouver
Townhouse,2006-05-01,344100,130.6,Burnaby East
Apartment,2006-05-01,313600,126.1,Greater Vancouver
Apartment,2006-05-01,344100,130.6,Burnaby East
Apartment,2006-05-01,290100,122.6,Burnaby North
Apartment,2006-05-01,308100,123.7,Burnaby South
Apartment,2006-05-01,224900,123.8,Coquitlam
Apartment,2006-05-01,247000,117.1,Ladner
Apartment,2006-05-01,290000,126.6,Lower Mainland
Apartment,2006-05-01,174300,125.9,Maple Ridge
Apartment,2006-05-01,226300,128.9,New Westminster
Apartment,2006-05-01,294600,119.9,North Vancouver
Apartment,2006-05-01,213000,125.9,Pitt Meadows
Apartment,2006-05-01,209800,124.4,Port Coquitlam
Apartment,2006-05-01,300700,125.3,Port Moody
Apartment,2006-05-01,295800,124.9,Richmond
Apartment,2006-05-01,235500,113.4,Squamish
Apartment,2006-05-01,277700,117.1,Tsawwassen
Apartment,2006-05-01,238200,131.4,Vancouver East
Apartment,2006-05-01,396100,128.2,Vancouver West
Apartment,2006-05-01,555600,121.4,West Vancouver
Apartment,2006-05-01,344100,112.8,Whistler
Residential  - all types,2006-04-01,461600,120.8,Greater Vancouver
Residential  - all types,2006-04-01,554000,120.1,Bowen Island
Residential  - all types,2006-04-01,441600,121.9,Burnaby East
Residential  - all types,2006-04-01,399000,119.9,Burnaby North
Residential  - all types,2006-04-01,427000,120.7,Burnaby South
Residential  - all types,2006-04-01,401200,118.7,Coquitlam
Residential  - all types,2006-04-01,419200,116.6,Ladner
Residential  - all types,2006-04-01,426700,120.3,Lower Mainland
Residential  - all types,2006-04-01,341800,115.5,Maple Ridge
Residential  - all types,2006-04-01,291900,124.3,New Westminster
Residential  - all types,2006-04-01,519000,117.1,North Vancouver
Residential  - all types,2006-04-01,323000,118.2,Pitt Meadows
Residential  - all types,2006-04-01,337800,119.7,Port Coquitlam
Residential  - all types,2006-04-01,435800,120.5,Port Moody
Residential  - all types,2006-04-01,416200,120.6,Richmond
Residential  - all types,2006-04-01,340300,110.9,Squamish
Residential  - all types,2006-04-01,349100,122.3,Sunshine Coast
Residential  - all types,2006-04-01,473000,118.5,Tsawwassen
Residential  - all types,2006-04-01,423700,124.1,Vancouver East
Residential  - all types,2006-04-01,587000,123.7,Vancouver West
Residential  - all types,2006-04-01,1119100,120.1,West Vancouver
Residential  - all types,2006-04-01,469600,109.1,Whistler
Detached,2006-04-01,645700,119.1,Greater Vancouver
Detached,2006-04-01,554000,120.1,Bowen Island
Detached,2006-04-01,548700,122.7,Burnaby East
Detached,2006-04-01,612800,118.5,Burnaby North
Detached,2006-04-01,635800,121.7,Burnaby South
Detached,2006-04-01,529400,117.3,Coquitlam
Detached,2006-04-01,480300,115.9,Ladner
Detached,2006-04-01,558400,118.6,Lower Mainland
Detached,2006-04-01,399100,113.7,Maple Ridge
Detached,2006-04-01,490600,121.7,New Westminster
Detached,2006-04-01,733100,116.7,North Vancouver
Detached,2006-04-01,410400,115.7,Pitt Meadows
Detached,2006-04-01,442000,117.9,Port Coquitlam
Detached,2006-04-01,637900,117.8,Port Moody
Detached,2006-04-01,601800,120.7,Richmond
Detached,2006-04-01,423300,112.5,Squamish
Detached,2006-04-01,349100,122.3,Sunshine Coast
Detached,2006-04-01,554100,119.3,Tsawwassen
Detached,2006-04-01,549700,121.5,Vancouver East
Detached,2006-04-01,1177600,120.9,Vancouver West
Detached,2006-04-01,1270700,120.8,West Vancouver
Detached,2006-04-01,804100,111.3,Whistler
Townhouse,2006-04-01,365800,118.2,Greater Vancouver
Townhouse,2006-04-01,330400,118.5,Burnaby East
Townhouse,2006-04-01,323400,120.6,Burnaby North
Townhouse,2006-04-01,325200,116.7,Burnaby South
Townhouse,2006-04-01,324200,119.1,Coquitlam
Townhouse,2006-04-01,359700,119.2,Ladner
Townhouse,2006-04-01,326300,118.1,Lower Mainland
Townhouse,2006-04-01,242900,118.0,Maple Ridge
Townhouse,2006-04-01,318100,119.5,New Westminster
Townhouse,2006-04-01,483000,115.6,North Vancouver
Townhouse,2006-04-01,275900,119.4,Pitt Meadows
Townhouse,2006-04-01,318000,120.6,Port Coquitlam
Townhouse,2006-04-01,356000,120.3,Port Moody
Townhouse,2006-04-01,364400,117.8,Richmond
Townhouse,2006-04-01,292600,106.2,Squamish
Townhouse,2006-04-01,360700,119.2,Tsawwassen
Townhouse,2006-04-01,379500,125.1,Vancouver East
Townhouse,2006-04-01,520800,117.8,Vancouver West
Townhouse,2006-04-01,387800,103.7,Whistler
Townhouse,2006-04-01,306900,123.4,Greater Vancouver
Townhouse,2006-04-01,333800,126.7,Burnaby East
Apartment,2006-04-01,306900,123.4,Greater Vancouver
Apartment,2006-04-01,333800,126.7,Burnaby East
Apartment,2006-04-01,285800,120.8,Burnaby North
Apartment,2006-04-01,301900,121.2,Burnaby South
Apartment,2006-04-01,219800,121.0,Coquitlam
Apartment,2006-04-01,245400,116.3,Ladner
Apartment,2006-04-01,283300,123.7,Lower Mainland
Apartment,2006-04-01,168100,121.4,Maple Ridge
Apartment,2006-04-01,220500,125.6,New Westminster
Apartment,2006-04-01,289700,117.9,North Vancouver
Apartment,2006-04-01,205400,121.4,Pitt Meadows
Apartment,2006-04-01,204900,121.5,Port Coquitlam
Apartment,2006-04-01,296400,123.5,Port Moody
Apartment,2006-04-01,289900,122.4,Richmond
Apartment,2006-04-01,233400,112.4,Squamish
Apartment,2006-04-01,275800,116.3,Tsawwassen
Apartment,2006-04-01,231800,127.9,Vancouver East
Apartment,2006-04-01,387400,125.4,Vancouver West
Apartment,2006-04-01,536900,117.3,West Vancouver
Apartment,2006-04-01,342500,112.3,Whistler
Residential  - all types,2006-03-01,452100,118.3,Greater Vancouver
Residential  - all types,2006-03-01,547000,118.6,Bowen Island
Residential  - all types,2006-03-01,429300,118.5,Burnaby East
Residential  - all types,2006-03-01,391600,117.7,Burnaby North
Residential  - all types,2006-03-01,418200,118.2,Burnaby South
Residential  - all types,2006-03-01,393100,116.3,Coquitlam
Residential  - all types,2006-03-01,413400,115.0,Ladner
Residential  - all types,2006-03-01,417800,117.8,Lower Mainland
Residential  - all types,2006-03-01,334400,113.0,Maple Ridge
Residential  - all types,2006-03-01,284600,121.2,New Westminster
Residential  - all types,2006-03-01,511900,115.5,North Vancouver
Residential  - all types,2006-03-01,315100,115.3,Pitt Meadows
Residential  - all types,2006-03-01,331000,117.3,Port Coquitlam
Residential  - all types,2006-03-01,428900,118.6,Port Moody
Residential  - all types,2006-03-01,407900,118.2,Richmond
Residential  - all types,2006-03-01,338800,110.4,Squamish
Residential  - all types,2006-03-01,344200,120.6,Sunshine Coast
Residential  - all types,2006-03-01,465100,116.5,Tsawwassen
Residential  - all types,2006-03-01,413800,121.2,Vancouver East
Residential  - all types,2006-03-01,572200,120.6,Vancouver West
Residential  - all types,2006-03-01,1094000,117.4,West Vancouver
Residential  - all types,2006-03-01,468300,108.8,Whistler
Detached,2006-03-01,633800,116.9,Greater Vancouver
Detached,2006-03-01,547000,118.6,Bowen Island
Detached,2006-03-01,532600,119.1,Burnaby East
Detached,2006-03-01,598800,115.8,Burnaby North
Detached,2006-03-01,624800,119.6,Burnaby South
Detached,2006-03-01,519000,115.0,Coquitlam
Detached,2006-03-01,472900,114.1,Ladner
Detached,2006-03-01,548000,116.4,Lower Mainland
Detached,2006-03-01,392100,111.7,Maple Ridge
Detached,2006-03-01,477300,118.4,New Westminster
Detached,2006-03-01,724300,115.3,North Vancouver
Detached,2006-03-01,403300,113.7,Pitt Meadows
Detached,2006-03-01,434100,115.8,Port Coquitlam
Detached,2006-03-01,628100,116.0,Port Moody
Detached,2006-03-01,589800,118.3,Richmond
Detached,2006-03-01,422100,112.2,Squamish
Detached,2006-03-01,344200,120.6,Sunshine Coast
Detached,2006-03-01,542400,116.8,Tsawwassen
Detached,2006-03-01,537900,118.9,Vancouver East
Detached,2006-03-01,1154200,118.5,Vancouver West
Detached,2006-03-01,1245400,118.4,West Vancouver
Detached,2006-03-01,803300,111.2,Whistler
Townhouse,2006-03-01,359000,116.0,Greater Vancouver
Townhouse,2006-03-01,321700,115.4,Burnaby East
Townhouse,2006-03-01,317200,118.3,Burnaby North
Townhouse,2006-03-01,316300,113.5,Burnaby South
Townhouse,2006-03-01,319300,117.3,Coquitlam
Townhouse,2006-03-01,355800,117.9,Ladner
Townhouse,2006-03-01,319900,115.8,Lower Mainland
Townhouse,2006-03-01,236900,115.1,Maple Ridge
Townhouse,2006-03-01,312000,117.2,New Westminster
Townhouse,2006-03-01,478000,114.4,North Vancouver
Townhouse,2006-03-01,268800,116.3,Pitt Meadows
Townhouse,2006-03-01,310900,117.9,Port Coquitlam
Townhouse,2006-03-01,349500,118.1,Port Moody
Townhouse,2006-03-01,357300,115.5,Richmond
Townhouse,2006-03-01,290700,105.5,Squamish
Townhouse,2006-03-01,356700,117.9,Tsawwassen
Townhouse,2006-03-01,372200,122.7,Vancouver East
Townhouse,2006-03-01,512400,115.9,Vancouver West
Townhouse,2006-03-01,387800,103.7,Whistler
Townhouse,2006-03-01,299900,120.6,Greater Vancouver
Townhouse,2006-03-01,323800,122.9,Burnaby East
Apartment,2006-03-01,299900,120.6,Greater Vancouver
Apartment,2006-03-01,323800,122.9,Burnaby East
Apartment,2006-03-01,281600,119.0,Burnaby North
Apartment,2006-03-01,295900,118.8,Burnaby South
Apartment,2006-03-01,214700,118.2,Coquitlam
Apartment,2006-03-01,243700,115.5,Ladner
Apartment,2006-03-01,276700,120.8,Lower Mainland
Apartment,2006-03-01,162100,117.1,Maple Ridge
Apartment,2006-03-01,215100,122.5,New Westminster
Apartment,2006-03-01,285300,116.1,North Vancouver
Apartment,2006-03-01,198100,117.1,Pitt Meadows
Apartment,2006-03-01,200200,118.7,Port Coquitlam
Apartment,2006-03-01,292100,121.7,Port Moody
Apartment,2006-03-01,284200,120.0,Richmond
Apartment,2006-03-01,231300,111.4,Squamish
Apartment,2006-03-01,273900,115.5,Tsawwassen
Apartment,2006-03-01,225900,124.6,Vancouver East
Apartment,2006-03-01,376900,122.0,Vancouver West
Apartment,2006-03-01,518600,113.3,West Vancouver
Apartment,2006-03-01,341300,111.9,Whistler
Residential  - all types,2006-02-01,444100,116.2,Greater Vancouver
Residential  - all types,2006-02-01,534600,115.9,Bowen Island
Residential  - all types,2006-02-01,420600,116.1,Burnaby East
Residential  - all types,2006-02-01,383300,115.2,Burnaby North
Residential  - all types,2006-02-01,410400,116.0,Burnaby South
Residential  - all types,2006-02-01,386400,114.3,Coquitlam
Residential  - all types,2006-02-01,407700,113.4,Ladner
Residential  - all types,2006-02-01,410400,115.7,Lower Mainland
Residential  - all types,2006-02-01,329400,111.3,Maple Ridge
Residential  - all types,2006-02-01,277500,118.2,New Westminster
Residential  - all types,2006-02-01,503500,113.6,North Vancouver
Residential  - all types,2006-02-01,308200,112.8,Pitt Meadows
Residential  - all types,2006-02-01,324800,115.1,Port Coquitlam
Residential  - all types,2006-02-01,421700,116.6,Port Moody
Residential  - all types,2006-02-01,399600,115.8,Richmond
Residential  - all types,2006-02-01,335400,109.3,Squamish
Residential  - all types,2006-02-01,335900,117.7,Sunshine Coast
Residential  - all types,2006-02-01,458300,114.8,Tsawwassen
Residential  - all types,2006-02-01,404900,118.6,Vancouver East
Residential  - all types,2006-02-01,564700,119.0,Vancouver West
Residential  - all types,2006-02-01,1073500,115.2,West Vancouver
Residential  - all types,2006-02-01,466100,108.3,Whistler
Detached,2006-02-01,621300,114.6,Greater Vancouver
Detached,2006-02-01,534600,115.9,Bowen Island
Detached,2006-02-01,521000,116.5,Burnaby East
Detached,2006-02-01,589000,113.9,Burnaby North
Detached,2006-02-01,611200,117.0,Burnaby South
Detached,2006-02-01,510500,113.1,Coquitlam
Detached,2006-02-01,467500,112.8,Ladner
Detached,2006-02-01,538200,114.3,Lower Mainland
Detached,2006-02-01,386100,110.0,Maple Ridge
Detached,2006-02-01,466800,115.8,New Westminster
Detached,2006-02-01,710500,113.1,North Vancouver
Detached,2006-02-01,395500,111.5,Pitt Meadows
Detached,2006-02-01,426300,113.7,Port Coquitlam
Detached,2006-02-01,619500,114.4,Port Moody
Detached,2006-02-01,577900,115.9,Richmond
Detached,2006-02-01,417600,111.0,Squamish
Detached,2006-02-01,336000,117.7,Sunshine Coast
Detached,2006-02-01,535000,115.2,Tsawwassen
Detached,2006-02-01,526200,116.3,Vancouver East
Detached,2006-02-01,1128900,115.9,Vancouver West
Detached,2006-02-01,1218100,115.8,West Vancouver
Detached,2006-02-01,794000,109.9,Whistler
Townhouse,2006-02-01,353100,114.1,Greater Vancouver
Townhouse,2006-02-01,315900,113.3,Burnaby East
Townhouse,2006-02-01,308900,115.2,Burnaby North
Townhouse,2006-02-01,311600,111.8,Burnaby South
Townhouse,2006-02-01,313500,115.2,Coquitlam
Townhouse,2006-02-01,347400,115.1,Ladner
Townhouse,2006-02-01,314100,113.7,Lower Mainland
Townhouse,2006-02-01,233000,113.2,Maple Ridge
Townhouse,2006-02-01,304000,114.2,New Westminster
Townhouse,2006-02-01,471300,112.8,North Vancouver
Townhouse,2006-02-01,262100,113.4,Pitt Meadows
Townhouse,2006-02-01,305600,115.9,Port Coquitlam
Townhouse,2006-02-01,342700,115.8,Port Moody
Townhouse,2006-02-01,351700,113.7,Richmond
Townhouse,2006-02-01,288500,104.7,Squamish
Townhouse,2006-02-01,348300,115.1,Tsawwassen
Townhouse,2006-02-01,366700,120.9,Vancouver East
Townhouse,2006-02-01,504900,114.2,Vancouver West
Townhouse,2006-02-01,387400,103.6,Whistler
Townhouse,2006-02-01,294700,118.5,Greater Vancouver
Townhouse,2006-02-01,317700,120.6,Burnaby East
Apartment,2006-02-01,294700,118.5,Greater Vancouver
Apartment,2006-02-01,317700,120.6,Burnaby East
Apartment,2006-02-01,275200,116.3,Burnaby North
Apartment,2006-02-01,290900,116.8,Burnaby South
Apartment,2006-02-01,210700,116.0,Coquitlam
Apartment,2006-02-01,239900,113.7,Ladner
Apartment,2006-02-01,271700,118.6,Lower Mainland
