type,month,benchmark,price_index,area
Residential  - all types,2016-08-01,933100,244.2,Greater Vancouver
Residential  - all types,2016-08-01,797900,173.0,Bowen Island
Residential  - all types,2016-08-01,869500,240.0,Burnaby East
Residential  - all types,2016-08-01,780200,234.5,Burnaby North
Residential  - all types,2016-08-01,867500,245.2,Burnaby South
Residential  - all types,2016-08-01,781800,232.0,Coquitlam
Residential  - all types,2016-08-01,833300,231.6,Ladner
Residential  - all types,2016-08-01,831900,234.6,Lower Mainland
Residential  - all types,2016-08-01,573600,193.8,Maple Ridge
Residential  - all types,2016-08-01,536500,228.5,New Westminster
Residential  - all types,2016-08-01,1026500,231.6,North Vancouver
Residential  - all types,2016-08-01,555300,203.1,Pitt Meadows
Residential  - all types,2016-08-01,603100,213.7,Port Coquitlam
Residential  - all types,2016-08-01,776600,214.7,Port Moody
Residential  - all types,2016-08-01,883500,256.0,Richmond
Residential  - all types,2016-08-01,623100,203.1,Squamish
Residential  - all types,2016-08-01,477500,167.3,Sunshine Coast
Residential  - all types,2016-08-01,969300,242.8,Tsawwassen
Residential  - all types,2016-08-01,991800,290.5,Vancouver East
Residential  - all types,2016-08-01,1252700,264.0,Vancouver West
Residential  - all types,2016-08-01,2774000,297.7,West Vancouver
Residential  - all types,2016-08-01,710200,165.0,Whistler
Detached,2016-08-01,1577300,290.9,Greater Vancouver
Detached,2016-08-01,797900,173.0,Bowen Island
Detached,2016-08-01,1260700,281.9,Burnaby East
Detached,2016-08-01,1596800,308.8,Burnaby North
Detached,2016-08-01,1700400,325.5,Burnaby South
Detached,2016-08-01,1228600,272.6,Coquitlam
Detached,2016-08-01,1031200,248.6,Ladner
Detached,2016-08-01,1264100,268.5,Lower Mainland
Detached,2016-08-01,712500,203.0,Maple Ridge
Detached,2016-08-01,1104100,273.9,New Westminster
Detached,2016-08-01,1689900,269.0,North Vancouver
Detached,2016-08-01,784000,220.9,Pitt Meadows
Detached,2016-08-01,907300,242.0,Port Coquitlam
Detached,2016-08-01,1394400,257.5,Port Moody
Detached,2016-08-01,1704200,341.8,Richmond
Detached,2016-08-01,800000,212.7,Squamish
Detached,2016-08-01,475500,166.6,Sunshine Coast
Detached,2016-08-01,1247400,268.6,Tsawwassen
Detached,2016-08-01,1533600,339.0,Vancouver East
Detached,2016-08-01,3617400,371.4,Vancouver West
Detached,2016-08-01,3359400,319.4,West Vancouver
Detached,2016-08-01,1322700,183.1,Whistler
Townhouse,2016-08-01,677600,219.0,Greater Vancouver
Townhouse,2016-08-01,511300,183.4,Burnaby East
Townhouse,2016-08-01,514100,191.7,Burnaby North
Townhouse,2016-08-01,562100,201.7,Burnaby South
Townhouse,2016-08-01,516600,189.8,Coquitlam
Townhouse,2016-08-01,638000,211.4,Ladner
Townhouse,2016-08-01,563100,203.8,Lower Mainland
Townhouse,2016-08-01,408500,198.4,Maple Ridge
Townhouse,2016-08-01,550000,206.6,New Westminster
Townhouse,2016-08-01,900400,215.5,North Vancouver
Townhouse,2016-08-01,479300,207.4,Pitt Meadows
Townhouse,2016-08-01,550100,208.6,Port Coquitlam
Townhouse,2016-08-01,538200,181.9,Port Moody
Townhouse,2016-08-01,732400,236.8,Richmond
Townhouse,2016-08-01,613900,223.0,Squamish
Townhouse,2016-08-01,640900,211.8,Tsawwassen
Townhouse,2016-08-01,785900,259.1,Vancouver East
Townhouse,2016-08-01,1107000,250.4,Vancouver West
Townhouse,2016-08-01,762600,203.9,Whistler
Townhouse,2016-08-01,514300,206.8,Greater Vancouver
Townhouse,2016-08-01,561300,213.1,Burnaby East
Apartment,2016-08-01,514300,206.8,Greater Vancouver
Apartment,2016-08-01,561300,213.1,Burnaby East
Apartment,2016-08-01,468000,197.9,Burnaby North
Apartment,2016-08-01,535100,214.8,Burnaby South
Apartment,2016-08-01,346700,190.8,Coquitlam
Apartment,2016-08-01,397300,188.3,Ladner
Apartment,2016-08-01,462400,201.9,Lower Mainland
Apartment,2016-08-01,200400,144.7,Maple Ridge
Apartment,2016-08-01,375600,213.9,New Westminster
Apartment,2016-08-01,467100,190.1,North Vancouver
Apartment,2016-08-01,299300,176.9,Pitt Meadows
Apartment,2016-08-01,310700,184.2,Port Coquitlam
Apartment,2016-08-01,474700,197.8,Port Moody
Apartment,2016-08-01,440200,185.9,Richmond
Apartment,2016-08-01,354500,170.7,Squamish
Apartment,2016-08-01,411500,173.5,Tsawwassen
Apartment,2016-08-01,439800,242.6,Vancouver East
Apartment,2016-08-01,691900,223.9,Vancouver West
Apartment,2016-08-01,906700,198.1,West Vancouver
Apartment,2016-08-01,375500,123.1,Whistler
Residential  - all types,2016-07-01,930400,243.5,Greater Vancouver
Residential  - all types,2016-07-01,792900,171.9,Bowen Island
Residential  - all types,2016-07-01,858200,236.9,Burnaby East
Residential  - all types,2016-07-01,778900,234.1,Burnaby North
Residential  - all types,2016-07-01,869300,245.7,Burnaby South
Residential  - all types,2016-07-01,778700,231.1,Coquitlam
Residential  - all types,2016-07-01,838300,233.0,Ladner
Residential  - all types,2016-07-01,827400,233.3,Lower Mainland
Residential  - all types,2016-07-01,565900,191.2,Maple Ridge
Residential  - all types,2016-07-01,529500,225.5,New Westminster
Residential  - all types,2016-07-01,1017600,229.6,North Vancouver
Residential  - all types,2016-07-01,542100,198.3,Pitt Meadows
Residential  - all types,2016-07-01,599100,212.3,Port Coquitlam
Residential  - all types,2016-07-01,770700,213.1,Port Moody
Residential  - all types,2016-07-01,883500,256.0,Richmond
Residential  - all types,2016-07-01,607700,198.1,Squamish
Residential  - all types,2016-07-01,469200,164.4,Sunshine Coast
Residential  - all types,2016-07-01,990000,248.0,Tsawwassen
Residential  - all types,2016-07-01,986300,288.9,Vancouver East
Residential  - all types,2016-07-01,1256500,264.8,Vancouver West
Residential  - all types,2016-07-01,2777800,298.1,West Vancouver
Residential  - all types,2016-07-01,687800,159.8,Whistler
Detached,2016-07-01,1578300,291.1,Greater Vancouver
Detached,2016-07-01,792900,171.9,Bowen Island
Detached,2016-07-01,1250400,279.6,Burnaby East
Detached,2016-07-01,1604100,310.2,Burnaby North
Detached,2016-07-01,1710300,327.4,Burnaby South
Detached,2016-07-01,1226700,272.2,Coquitlam
Detached,2016-07-01,1033400,249.1,Ladner
Detached,2016-07-01,1261300,267.9,Lower Mainland
Detached,2016-07-01,705900,201.1,Maple Ridge
Detached,2016-07-01,1098400,272.5,New Westminster
Detached,2016-07-01,1699200,270.5,North Vancouver
Detached,2016-07-01,767200,216.2,Pitt Meadows
Detached,2016-07-01,919600,245.3,Port Coquitlam
Detached,2016-07-01,1397100,258.0,Port Moody
Detached,2016-07-01,1717100,344.4,Richmond
Detached,2016-07-01,779700,207.3,Squamish
Detached,2016-07-01,467300,163.7,Sunshine Coast
Detached,2016-07-01,1269700,273.4,Tsawwassen
Detached,2016-07-01,1528200,337.8,Vancouver East
Detached,2016-07-01,3591200,368.7,Vancouver West
Detached,2016-07-01,3365600,320.0,West Vancouver
Detached,2016-07-01,1280200,177.2,Whistler
Townhouse,2016-07-01,669000,216.2,Greater Vancouver
Townhouse,2016-07-01,495400,177.7,Burnaby East
Townhouse,2016-07-01,525000,195.8,Burnaby North
Townhouse,2016-07-01,559000,200.6,Burnaby South
Townhouse,2016-07-01,520400,191.2,Coquitlam
Townhouse,2016-07-01,634100,210.1,Ladner
Townhouse,2016-07-01,553400,200.3,Lower Mainland
Townhouse,2016-07-01,398100,193.4,Maple Ridge
Townhouse,2016-07-01,544900,204.7,New Westminster
Townhouse,2016-07-01,868200,207.8,North Vancouver
Townhouse,2016-07-01,467800,202.4,Pitt Meadows
Townhouse,2016-07-01,539600,204.6,Port Coquitlam
Townhouse,2016-07-01,542100,183.2,Port Moody
Townhouse,2016-07-01,724100,234.1,Richmond
Townhouse,2016-07-01,606100,220.2,Squamish
Townhouse,2016-07-01,624300,206.3,Tsawwassen
Townhouse,2016-07-01,769800,253.8,Vancouver East
Townhouse,2016-07-01,1088400,246.2,Vancouver West
Townhouse,2016-07-01,755000,201.9,Whistler
Townhouse,2016-07-01,510600,205.3,Greater Vancouver
Townhouse,2016-07-01,549500,208.6,Burnaby East
Apartment,2016-07-01,510600,205.3,Greater Vancouver
Apartment,2016-07-01,549500,208.6,Burnaby East
Apartment,2016-07-01,461700,195.2,Burnaby North
Apartment,2016-07-01,535000,214.8,Burnaby South
Apartment,2016-07-01,339900,187.1,Coquitlam
Apartment,2016-07-01,411500,195.0,Ladner
Apartment,2016-07-01,457900,199.9,Lower Mainland
Apartment,2016-07-01,193400,139.7,Maple Ridge
Apartment,2016-07-01,368600,209.9,New Westminster
Apartment,2016-07-01,456300,185.7,North Vancouver
Apartment,2016-07-01,290700,171.8,Pitt Meadows
Apartment,2016-07-01,301000,178.4,Port Coquitlam
Apartment,2016-07-01,460000,191.7,Port Moody
Apartment,2016-07-01,432200,182.5,Richmond
Apartment,2016-07-01,340500,164.0,Squamish
Apartment,2016-07-01,429200,181.0,Tsawwassen
Apartment,2016-07-01,435500,240.3,Vancouver East
Apartment,2016-07-01,698000,225.9,Vancouver West
Apartment,2016-07-01,894300,195.4,West Vancouver
Apartment,2016-07-01,353200,115.8,Whistler
Residential  - all types,2016-06-01,917800,240.2,Greater Vancouver
Residential  - all types,2016-06-01,770200,167.0,Bowen Island
Residential  - all types,2016-06-01,856800,236.5,Burnaby East
Residential  - all types,2016-06-01,773200,232.4,Burnaby North
Residential  - all types,2016-06-01,847000,239.4,Burnaby South
Residential  - all types,2016-06-01,774800,229.9,Coquitlam
Residential  - all types,2016-06-01,843700,234.5,Ladner
Residential  - all types,2016-06-01,812000,229.0,Lower Mainland
Residential  - all types,2016-06-01,551400,186.3,Maple Ridge
Residential  - all types,2016-06-01,518900,221.0,New Westminster
Residential  - all types,2016-06-01,995400,224.6,North Vancouver
Residential  - all types,2016-06-01,530900,194.2,Pitt Meadows
Residential  - all types,2016-06-01,585000,207.3,Port Coquitlam
Residential  - all types,2016-06-01,759600,210.0,Port Moody
Residential  - all types,2016-06-01,872400,252.8,Richmond
Residential  - all types,2016-06-01,596100,194.3,Squamish
Residential  - all types,2016-06-01,464300,162.7,Sunshine Coast
Residential  - all types,2016-06-01,993600,248.9,Tsawwassen
Residential  - all types,2016-06-01,966200,283.0,Vancouver East
Residential  - all types,2016-06-01,1249800,263.4,Vancouver West
Residential  - all types,2016-06-01,2687300,288.4,West Vancouver
Residential  - all types,2016-06-01,676600,157.2,Whistler
Detached,2016-06-01,1561500,288.0,Greater Vancouver
Detached,2016-06-01,770200,167.0,Bowen Island
Detached,2016-06-01,1249900,279.5,Burnaby East
Detached,2016-06-01,1631500,315.5,Burnaby North
Detached,2016-06-01,1674300,320.5,Burnaby South
Detached,2016-06-01,1217300,270.1,Coquitlam
Detached,2016-06-01,1042800,251.4,Ladner
Detached,2016-06-01,1242900,264.0,Lower Mainland
Detached,2016-06-01,692500,197.3,Maple Ridge
Detached,2016-06-01,1095600,271.8,New Westminster
Detached,2016-06-01,1664100,264.9,North Vancouver
Detached,2016-06-01,760600,214.3,Pitt Meadows
Detached,2016-06-01,916300,244.4,Port Coquitlam
Detached,2016-06-01,1379700,254.8,Port Moody
Detached,2016-06-01,1700200,341.0,Richmond
Detached,2016-06-01,762400,202.7,Squamish
Detached,2016-06-01,462600,162.1,Sunshine Coast
Detached,2016-06-01,1272500,274.0,Tsawwassen
Detached,2016-06-01,1511500,334.1,Vancouver East
Detached,2016-06-01,3547300,364.2,Vancouver West
Detached,2016-06-01,3261600,310.1,West Vancouver
Detached,2016-06-01,1272100,176.1,Whistler
Townhouse,2016-06-01,656900,212.3,Greater Vancouver
Townhouse,2016-06-01,507400,182.0,Burnaby East
Townhouse,2016-06-01,512800,191.2,Burnaby North
Townhouse,2016-06-01,532000,190.9,Burnaby South
Townhouse,2016-06-01,527500,193.8,Coquitlam
Townhouse,2016-06-01,628300,208.2,Ladner
Townhouse,2016-06-01,536000,194.0,Lower Mainland
Townhouse,2016-06-01,373500,181.4,Maple Ridge
Townhouse,2016-06-01,543000,204.0,New Westminster
Townhouse,2016-06-01,850200,203.5,North Vancouver
Townhouse,2016-06-01,447400,193.6,Pitt Meadows
Townhouse,2016-06-01,515300,195.4,Port Coquitlam
Townhouse,2016-06-01,547400,185.0,Port Moody
Townhouse,2016-06-01,709800,229.5,Richmond
Townhouse,2016-06-01,585600,212.7,Squamish
Townhouse,2016-06-01,617900,204.2,Tsawwassen
Townhouse,2016-06-01,765500,252.4,Vancouver East
Townhouse,2016-06-01,1092900,247.2,Vancouver West
Townhouse,2016-06-01,732300,195.8,Whistler
Townhouse,2016-06-01,501100,201.5,Greater Vancouver
Townhouse,2016-06-01,527300,200.2,Burnaby East
Apartment,2016-06-01,501100,201.5,Greater Vancouver
Apartment,2016-06-01,527300,200.2,Burnaby East
Apartment,2016-06-01,444600,188.0,Burnaby North
Apartment,2016-06-01,519900,208.7,Burnaby South
Apartment,2016-06-01,336100,185.0,Coquitlam
Apartment,2016-06-01,416100,197.2,Ladner
Apartment,2016-06-01,448400,195.8,Lower Mainland
Apartment,2016-06-01,190000,137.2,Maple Ridge
Apartment,2016-06-01,357200,203.4,New Westminster
Apartment,2016-06-01,444200,180.8,North Vancouver
Apartment,2016-06-01,285100,168.5,Pitt Meadows
Apartment,2016-06-01,287300,170.3,Port Coquitlam
Apartment,2016-06-01,445700,185.7,Port Moody
Apartment,2016-06-01,424100,179.1,Richmond
Apartment,2016-06-01,340600,164.0,Squamish
Apartment,2016-06-01,434300,183.1,Tsawwassen
Apartment,2016-06-01,418400,230.8,Vancouver East
Apartment,2016-06-01,696200,225.3,Vancouver West
Apartment,2016-06-01,846300,184.9,West Vancouver
Apartment,2016-06-01,351100,115.1,Whistler
Residential  - all types,2016-05-01,889100,232.7,Greater Vancouver
Residential  - all types,2016-05-01,722200,156.6,Bowen Island
Residential  - all types,2016-05-01,851800,235.1,Burnaby East
Residential  - all types,2016-05-01,745200,224.0,Burnaby North
Residential  - all types,2016-05-01,810900,229.2,Burnaby South
Residential  - all types,2016-05-01,756900,224.6,Coquitlam
Residential  - all types,2016-05-01,823600,228.9,Ladner
Residential  - all types,2016-05-01,786500,221.8,Lower Mainland
Residential  - all types,2016-05-01,534600,180.6,Maple Ridge
Residential  - all types,2016-05-01,503600,214.5,New Westminster
Residential  - all types,2016-05-01,955100,215.5,North Vancouver
Residential  - all types,2016-05-01,507700,185.7,Pitt Meadows
Residential  - all types,2016-05-01,573400,203.2,Port Coquitlam
Residential  - all types,2016-05-01,750500,207.5,Port Moody
Residential  - all types,2016-05-01,848300,245.8,Richmond
Residential  - all types,2016-05-01,576200,187.8,Squamish
Residential  - all types,2016-05-01,446900,156.6,Sunshine Coast
Residential  - all types,2016-05-01,964900,241.7,Tsawwassen
Residential  - all types,2016-05-01,931300,272.8,Vancouver East
Residential  - all types,2016-05-01,1210000,255.0,Vancouver West
Residential  - all types,2016-05-01,2591300,278.1,West Vancouver
Residential  - all types,2016-05-01,669700,155.6,Whistler
Detached,2016-05-01,1513800,279.2,Greater Vancouver
Detached,2016-05-01,722200,156.6,Bowen Island
Detached,2016-05-01,1238300,276.9,Burnaby East
Detached,2016-05-01,1572000,304.0,Burnaby North
Detached,2016-05-01,1598500,306.0,Burnaby South
Detached,2016-05-01,1187100,263.4,Coquitlam
Detached,2016-05-01,1026600,247.5,Ladner
Detached,2016-05-01,1205200,256.0,Lower Mainland
Detached,2016-05-01,670100,190.9,Maple Ridge
Detached,2016-05-01,1079100,267.7,New Westminster
Detached,2016-05-01,1607600,255.9,North Vancouver
Detached,2016-05-01,728600,205.3,Pitt Meadows
Detached,2016-05-01,906100,241.7,Port Coquitlam
Detached,2016-05-01,1352700,249.8,Port Moody
Detached,2016-05-01,1643400,329.6,Richmond
Detached,2016-05-01,729300,193.9,Squamish
Detached,2016-05-01,445200,156.0,Sunshine Coast
Detached,2016-05-01,1257100,270.7,Tsawwassen
Detached,2016-05-01,1456700,322.0,Vancouver East
Detached,2016-05-01,3442100,353.4,Vancouver West
Detached,2016-05-01,3129100,297.5,West Vancouver
Detached,2016-05-01,1226600,169.8,Whistler
Townhouse,2016-05-01,632400,204.4,Greater Vancouver
Townhouse,2016-05-01,497700,178.5,Burnaby East
Townhouse,2016-05-01,484100,180.5,Burnaby North
Townhouse,2016-05-01,501700,180.0,Burnaby South
Townhouse,2016-05-01,522900,192.1,Coquitlam
Townhouse,2016-05-01,614200,203.5,Ladner
Townhouse,2016-05-01,512500,185.5,Lower Mainland
Townhouse,2016-05-01,363000,176.3,Maple Ridge
Townhouse,2016-05-01,534500,200.8,New Westminster
Townhouse,2016-05-01,798400,191.1,North Vancouver
Townhouse,2016-05-01,418500,181.1,Pitt Meadows
Townhouse,2016-05-01,497900,188.8,Port Coquitlam
Townhouse,2016-05-01,541200,182.9,Port Moody
Townhouse,2016-05-01,685400,221.6,Richmond
Townhouse,2016-05-01,575700,209.1,Squamish
Townhouse,2016-05-01,609700,201.5,Tsawwassen
Townhouse,2016-05-01,725500,239.2,Vancouver East
Townhouse,2016-05-01,1035400,234.2,Vancouver West
Townhouse,2016-05-01,726700,194.3,Whistler
Townhouse,2016-05-01,485000,195.0,Greater Vancouver
Townhouse,2016-05-01,546300,207.4,Burnaby East
Apartment,2016-05-01,485000,195.0,Greater Vancouver
Apartment,2016-05-01,546300,207.4,Burnaby East
Apartment,2016-05-01,428500,181.2,Burnaby North
Apartment,2016-05-01,496500,199.3,Burnaby South
Apartment,2016-05-01,327100,180.0,Coquitlam
Apartment,2016-05-01,382800,181.4,Ladner
Apartment,2016-05-01,434200,189.6,Lower Mainland
Apartment,2016-05-01,187100,135.1,Maple Ridge
Apartment,2016-05-01,343100,195.4,New Westminster
Apartment,2016-05-01,422600,172.0,North Vancouver
Apartment,2016-05-01,277000,163.7,Pitt Meadows
Apartment,2016-05-01,280000,166.0,Port Coquitlam
Apartment,2016-05-01,443000,184.6,Port Moody
Apartment,2016-05-01,414200,174.9,Richmond
Apartment,2016-05-01,330900,159.3,Squamish
Apartment,2016-05-01,390700,164.7,Tsawwassen
Apartment,2016-05-01,403800,222.7,Vancouver East
Apartment,2016-05-01,673000,217.8,Vancouver West
Apartment,2016-05-01,851800,186.1,West Vancouver
Apartment,2016-05-01,351400,115.2,Whistler
Residential  - all types,2016-04-01,844800,221.1,Greater Vancouver
Residential  - all types,2016-04-01,678900,147.2,Bowen Island
Residential  - all types,2016-04-01,792400,218.7,Burnaby East
Residential  - all types,2016-04-01,706000,212.2,Burnaby North
Residential  - all types,2016-04-01,767400,216.9,Burnaby South
Residential  - all types,2016-04-01,708700,210.3,Coquitlam
Residential  - all types,2016-04-01,780000,216.8,Ladner
Residential  - all types,2016-04-01,746100,210.4,Lower Mainland
Residential  - all types,2016-04-01,501100,169.3,Maple Ridge
Residential  - all types,2016-04-01,483200,205.8,New Westminster
Residential  - all types,2016-04-01,905000,204.2,North Vancouver
Residential  - all types,2016-04-01,485600,177.6,Pitt Meadows
Residential  - all types,2016-04-01,550600,195.1,Port Coquitlam
Residential  - all types,2016-04-01,720100,199.1,Port Moody
Residential  - all types,2016-04-01,800300,231.9,Richmond
Residential  - all types,2016-04-01,557800,181.8,Squamish
Residential  - all types,2016-04-01,422700,148.1,Sunshine Coast
Residential  - all types,2016-04-01,899000,225.2,Tsawwassen
Residential  - all types,2016-04-01,887000,259.8,Vancouver East
Residential  - all types,2016-04-01,1157300,243.9,Vancouver West
Residential  - all types,2016-04-01,2446900,262.6,West Vancouver
Residential  - all types,2016-04-01,648600,150.7,Whistler
Detached,2016-04-01,1403200,258.8,Greater Vancouver
Detached,2016-04-01,678900,147.2,Bowen Island
Detached,2016-04-01,1124300,251.4,Burnaby East
Detached,2016-04-01,1431300,276.8,Burnaby North
Detached,2016-04-01,1491500,285.5,Burnaby South
Detached,2016-04-01,1085300,240.8,Coquitlam
Detached,2016-04-01,971500,234.2,Ladner
Detached,2016-04-01,1119600,237.8,Lower Mainland
Detached,2016-04-01,627200,178.7,Maple Ridge
Detached,2016-04-01,984000,244.1,New Westminster
Detached,2016-04-01,1487600,236.8,North Vancouver
Detached,2016-04-01,676400,190.6,Pitt Meadows
Detached,2016-04-01,846100,225.7,Port Coquitlam
Detached,2016-04-01,1255700,231.9,Port Moody
Detached,2016-04-01,1503800,301.6,Richmond
Detached,2016-04-01,687100,182.7,Squamish
Detached,2016-04-01,421300,147.6,Sunshine Coast
Detached,2016-04-01,1166600,251.2,Tsawwassen
Detached,2016-04-01,1345400,297.4,Vancouver East
Detached,2016-04-01,3199600,328.5,Vancouver West
Detached,2016-04-01,2928200,278.4,West Vancouver
Detached,2016-04-01,1179700,163.3,Whistler
Townhouse,2016-04-01,608600,196.7,Greater Vancouver
Townhouse,2016-04-01,463900,166.4,Burnaby East
Townhouse,2016-04-01,484400,180.6,Burnaby North
Townhouse,2016-04-01,483500,173.5,Burnaby South
Townhouse,2016-04-01,510400,187.5,Coquitlam
Townhouse,2016-04-01,587300,194.6,Ladner
Townhouse,2016-04-01,494900,179.1,Lower Mainland
Townhouse,2016-04-01,328800,159.7,Maple Ridge
Townhouse,2016-04-01,506300,190.2,New Westminster
Townhouse,2016-04-01,753300,180.3,North Vancouver
Townhouse,2016-04-01,405600,175.5,Pitt Meadows
Townhouse,2016-04-01,489400,185.6,Port Coquitlam
Townhouse,2016-04-01,533800,180.4,Port Moody
Townhouse,2016-04-01,657000,212.4,Richmond
Townhouse,2016-04-01,574000,208.5,Squamish
Townhouse,2016-04-01,579800,191.6,Tsawwassen
Townhouse,2016-04-01,720300,237.5,Vancouver East
Townhouse,2016-04-01,966400,218.6,Vancouver West
Townhouse,2016-04-01,722600,193.2,Whistler
Townhouse,2016-04-01,475000,191.0,Greater Vancouver
Townhouse,2016-04-01,542600,206.0,Burnaby East
Apartment,2016-04-01,475000,191.0,Greater Vancouver
Apartment,2016-04-01,542600,206.0,Burnaby East
Apartment,2016-04-01,419300,177.3,Burnaby North
Apartment,2016-04-01,474800,190.6,Burnaby South
Apartment,2016-04-01,316300,174.1,Coquitlam
Apartment,2016-04-01,360800,171.0,Ladner
Apartment,2016-04-01,425300,185.7,Lower Mainland
Apartment,2016-04-01,185000,133.6,Maple Ridge
Apartment,2016-04-01,338200,192.6,New Westminster
Apartment,2016-04-01,417900,170.1,North Vancouver
Apartment,2016-04-01,273800,161.8,Pitt Meadows
Apartment,2016-04-01,276000,163.6,Port Coquitlam
Apartment,2016-04-01,433200,180.5,Port Moody
Apartment,2016-04-01,406600,171.7,Richmond
Apartment,2016-04-01,323800,155.9,Squamish
Apartment,2016-04-01,369300,155.7,Tsawwassen
Apartment,2016-04-01,400500,220.9,Vancouver East
Apartment,2016-04-01,656900,212.6,Vancouver West
Apartment,2016-04-01,854100,186.6,West Vancouver
Apartment,2016-04-01,329100,107.9,Whistler
Residential  - all types,2016-03-01,815000,213.3,Greater Vancouver
Residential  - all types,2016-03-01,653500,141.7,Bowen Island
Residential  - all types,2016-03-01,759000,209.5,Burnaby East
Residential  - all types,2016-03-01,675000,202.9,Burnaby North
Residential  - all types,2016-03-01,735600,207.9,Burnaby South
Residential  - all types,2016-03-01,690200,204.8,Coquitlam
Residential  - all types,2016-03-01,741900,206.2,Ladner
Residential  - all types,2016-03-01,719500,202.9,Lower Mainland
Residential  - all types,2016-03-01,482200,162.9,Maple Ridge
Residential  - all types,2016-03-01,470800,200.5,New Westminster
Residential  - all types,2016-03-01,870400,196.4,North Vancouver
Residential  - all types,2016-03-01,470800,172.2,Pitt Meadows
Residential  - all types,2016-03-01,530800,188.1,Port Coquitlam
Residential  - all types,2016-03-01,702400,194.2,Port Moody
Residential  - all types,2016-03-01,768500,222.7,Richmond
Residential  - all types,2016-03-01,535700,174.6,Squamish
Residential  - all types,2016-03-01,413000,144.7,Sunshine Coast
Residential  - all types,2016-03-01,860300,215.5,Tsawwassen
Residential  - all types,2016-03-01,857900,251.3,Vancouver East
Residential  - all types,2016-03-01,1116000,235.2,Vancouver West
Residential  - all types,2016-03-01,2339700,251.1,West Vancouver
Residential  - all types,2016-03-01,616800,143.3,Whistler
Detached,2016-03-01,1342500,247.6,Greater Vancouver
Detached,2016-03-01,653500,141.7,Bowen Island
Detached,2016-03-01,1092500,244.3,Burnaby East
Detached,2016-03-01,1360000,263.0,Burnaby North
Detached,2016-03-01,1394800,267.0,Burnaby South
Detached,2016-03-01,1046100,232.1,Coquitlam
Detached,2016-03-01,916300,220.9,Ladner
Detached,2016-03-01,1070100,227.3,Lower Mainland
Detached,2016-03-01,602300,171.6,Maple Ridge
Detached,2016-03-01,950900,235.9,New Westminster
Detached,2016-03-01,1422900,226.5,North Vancouver
Detached,2016-03-01,661900,186.5,Pitt Meadows
Detached,2016-03-01,804900,214.7,Port Coquitlam
Detached,2016-03-01,1210800,223.6,Port Moody
Detached,2016-03-01,1413500,283.5,Richmond
Detached,2016-03-01,658600,175.1,Squamish
Detached,2016-03-01,411300,144.1,Sunshine Coast
Detached,2016-03-01,1110800,239.2,Tsawwassen
Detached,2016-03-01,1288400,284.8,Vancouver East
Detached,2016-03-01,3072000,315.4,Vancouver West
Detached,2016-03-01,2799900,266.2,West Vancouver
Detached,2016-03-01,1126900,156.0,Whistler
Townhouse,2016-03-01,589100,190.4,Greater Vancouver
Townhouse,2016-03-01,424100,152.1,Burnaby East
Townhouse,2016-03-01,460200,171.6,Burnaby North
Townhouse,2016-03-01,476000,170.8,Burnaby South
Townhouse,2016-03-01,491600,180.6,Coquitlam
Townhouse,2016-03-01,573700,190.1,Ladner
Townhouse,2016-03-01,480800,174.0,Lower Mainland
Townhouse,2016-03-01,318900,154.9,Maple Ridge
Townhouse,2016-03-01,461300,173.3,New Westminster
Townhouse,2016-03-01,734500,175.8,North Vancouver
Townhouse,2016-03-01,391700,169.5,Pitt Meadows
Townhouse,2016-03-01,485200,184.0,Port Coquitlam
Townhouse,2016-03-01,521700,176.3,Port Moody
Townhouse,2016-03-01,631600,204.2,Richmond
Townhouse,2016-03-01,550900,200.1,Squamish
Townhouse,2016-03-01,570100,188.4,Tsawwassen
Townhouse,2016-03-01,714000,235.4,Vancouver East
Townhouse,2016-03-01,939000,212.4,Vancouver West
Townhouse,2016-03-01,690000,184.5,Whistler
Townhouse,2016-03-01,462800,186.1,Greater Vancouver
Townhouse,2016-03-01,533600,202.6,Burnaby East
Apartment,2016-03-01,462800,186.1,Greater Vancouver
Apartment,2016-03-01,533600,202.6,Burnaby East
Apartment,2016-03-01,405100,171.3,Burnaby North
Apartment,2016-03-01,462300,185.6,Burnaby South
Apartment,2016-03-01,313800,172.7,Coquitlam
Apartment,2016-03-01,351100,166.4,Ladner
Apartment,2016-03-01,415200,181.3,Lower Mainland
Apartment,2016-03-01,177700,128.3,Maple Ridge
Apartment,2016-03-01,333500,189.9,New Westminster
Apartment,2016-03-01,403200,164.1,North Vancouver
Apartment,2016-03-01,262300,155.0,Pitt Meadows
Apartment,2016-03-01,265200,157.2,Port Coquitlam
Apartment,2016-03-01,427900,178.3,Port Moody
Apartment,2016-03-01,404700,170.9,Richmond
Apartment,2016-03-01,310500,149.5,Squamish
Apartment,2016-03-01,358900,151.3,Tsawwassen
Apartment,2016-03-01,390200,215.2,Vancouver East
Apartment,2016-03-01,635300,205.6,Vancouver West
Apartment,2016-03-01,822000,179.6,West Vancouver
Apartment,2016-03-01,309000,101.3,Whistler
Residential  - all types,2016-02-01,795500,208.2,Greater Vancouver
Residential  - all types,2016-02-01,644300,139.7,Bowen Island
Residential  - all types,2016-02-01,729700,201.4,Burnaby East
Residential  - all types,2016-02-01,656100,197.2,Burnaby North
Residential  - all types,2016-02-01,723900,204.6,Burnaby South
Residential  - all types,2016-02-01,671300,199.2,Coquitlam
Residential  - all types,2016-02-01,712800,198.1,Ladner
